City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
247,Mecca,21.4267,39.8261,73.67,29,0,12.44,SA,2021-01-21 22:14:08,clear sky
248,Chokurdakh,70.6333,147.9167,-40.22,81,37,6.8,RU,2021-01-21 22:15:04,scattered clouds
249,Moron,-34.6534,-58.6198,91.4,25,0,17.27,AR,2021-01-21 22:15:04,clear sky
250,Buedu,8.2803,-10.3719,70.39,35,51,1.25,SL,2021-01-21 22:15:04,broken clouds
251,Labuhan,-6.8844,112.2051,77.7,87,99,7.54,ID,2021-01-21 22:15:05,overcast clouds
252,Rudnogorsk,57.2639,103.7519,-21.21,88,99,2.42,RU,2021-01-21 22:15:05,overcast clouds
253,Donegal,54.65,-8.1167,36.54,82,0,7.92,IE,2021-01-21 22:15:06,clear sky
254,Contamana,-7.3333,-75.0167,87.08,50,53,2.1,PE,2021-01-21 22:15:06,broken clouds
255,Azul,-36.777,-59.8585,87.01,40,0,5.01,AR,2021-01-21 22:15:06,clear sky
256,Fuxin,42.0156,121.6589,11.57,89,0,6.51,CN,2021-01-21 22:15:06,clear sky
257,Kaitangata,-46.2817,169.8464,62.01,59,65,13.0,NZ,2021-01-21 22:15:06,broken clouds
258,Kyra,49.5776,111.9753,-3.06,84,7,2.06,RU,2021-01-21 22:15:06,clear sky
259,Seda,57.65,25.75,35.01,92,100,5.01,LV,2021-01-21 22:15:07,overcast clouds
260,Gigmoto,13.7796,124.39,79.2,83,93,6.13,PH,2021-01-21 22:15:07,overcast clouds
261,Mursalimkino,55.0379,58.5585,-2.72,90,100,6.78,RU,2021-01-21 22:15:07,overcast clouds
262,Novaya Zaimka,56.4857,66.9241,-12.8,90,100,8.05,RU,2021-01-21 22:15:07,overcast clouds
263,Nome,64.5011,-165.4064,30.2,80,90,18.41,US,2021-01-21 22:15:07,overcast clouds
264,Vung Tau,10.346,107.0843,74.57,87,75,3.38,VN,2021-01-21 22:15:07,broken clouds
265,Muisne,0.6,-80.0333,78.8,89,90,3.44,EC,2021-01-21 22:15:08,light rain
266,Scarborough,54.2797,-0.4044,37.99,83,0,5.01,GB,2021-01-21 22:13:44,clear sky
267,Mombetsu,44.3525,143.3525,28.0,69,100,5.01,JP,2021-01-21 22:15:08,overcast clouds
268,Hirna,9.2167,41.1,56.14,38,28,2.15,ET,2021-01-21 22:15:09,scattered clouds
269,Rantepao,-2.9701,119.8978,64.87,84,2,2.89,ID,2021-01-21 22:15:09,clear sky
270,Necochea,-38.5473,-58.7368,87.01,42,9,10.02,AR,2021-01-21 22:15:09,clear sky
271,Karratha,-20.7377,116.8463,82.45,70,83,4.12,AU,2021-01-21 22:15:09,broken clouds
272,Puerto Del Rosario,28.5004,-13.8627,66.2,77,75,6.91,ES,2021-01-21 22:15:09,broken clouds
273,Pengcheng,36.4311,114.17,32.65,81,98,4.16,CN,2021-01-21 22:15:09,overcast clouds
274,Nyrob,60.733,56.7202,-6.47,90,89,3.65,RU,2021-01-21 22:15:09,overcast clouds
275,Pavlovka,52.6897,47.1405,9.9,95,100,12.91,RU,2021-01-21 22:15:09,snow
276,Iguape,-24.7081,-47.5553,76.71,88,100,10.25,BR,2021-01-21 22:15:09,overcast clouds
277,Peleduy,59.6289,112.7406,-20.69,85,100,0.89,RU,2021-01-21 22:15:10,overcast clouds
278,Manokwari,-0.8667,134.0833,78.48,74,69,2.93,ID,2021-01-21 22:12:01,broken clouds
279,Carnarvon,-24.8667,113.6333,77.0,94,75,12.66,AU,2021-01-21 22:15:10,broken clouds
280,Kodiak,57.79,-152.4072,41.0,81,90,20.71,US,2021-01-21 22:15:10,moderate rain
281,Piopio,-38.4667,175.0167,68.0,67,35,3.0,NZ,2021-01-21 22:15:10,scattered clouds
282,Petawawa,45.9001,-77.3328,32.0,93,90,6.91,CA,2021-01-21 22:11:24,overcast clouds
283,Kampot,10.6167,104.1833,71.6,83,0,2.3,KH,2021-01-21 22:15:10,clear sky
284,Trelew,-43.249,-65.3051,89.83,23,4,17.25,AR,2021-01-21 22:15:10,clear sky
285,Rio Gallegos,-51.6226,-69.2181,66.2,24,40,20.71,AR,2021-01-21 22:10:57,scattered clouds
286,Mariental,-24.6333,17.9667,85.77,32,37,10.18,NA,2021-01-21 22:15:11,scattered clouds
287,Skibbereen,51.55,-9.2667,35.6,93,20,9.22,IE,2021-01-21 22:15:11,few clouds
288,Kot Kapura,30.5833,74.9,48.99,47,0,4.45,IN,2021-01-21 22:15:11,clear sky
289,La Ronge,55.1001,-105.2842,12.2,79,100,8.05,CA,2021-01-21 22:15:11,overcast clouds
290,Poum,-20.2333,164.0167,79.16,73,99,10.38,NC,2021-01-21 22:15:11,overcast clouds
291,Snyder,32.7179,-100.9176,60.8,55,1,10.36,US,2021-01-21 22:15:11,clear sky
292,Bridlington,54.0831,-0.1919,37.99,82,0,7.0,GB,2021-01-21 22:15:11,clear sky
293,Port-Gentil,-0.7193,8.7815,80.6,89,40,4.61,GA,2021-01-21 22:14:12,light rain
294,Salinopolis,-0.6136,-47.3561,79.25,85,96,11.59,BR,2021-01-21 22:15:11,moderate rain
295,Cairns,-16.9167,145.7667,78.8,73,100,10.36,AU,2021-01-21 22:15:12,overcast clouds
296,Leningradskiy,69.3833,178.4167,-13.49,87,100,7.34,RU,2021-01-21 22:15:12,overcast clouds
297,Fare,-16.7,-151.0167,81.32,74,22,15.7,PF,2021-01-21 22:15:12,few clouds
298,Solnechnyy,50.7214,136.6319,-9.9,88,97,1.74,RU,2021-01-21 22:15:12,overcast clouds
299,Madingou,-4.1536,13.55,74.84,92,99,1.66,CG,2021-01-21 22:15:12,moderate rain
300,Lakes Entrance,-37.8811,147.981,75.0,61,68,1.01,AU,2021-01-21 22:15:12,broken clouds
301,Buta,2.7858,24.73,70.23,47,62,1.19,CD,2021-01-21 22:15:12,broken clouds
302,Brae,60.3964,-1.353,41.0,87,75,23.02,GB,2021-01-21 22:15:12,light rain
303,Salekhard,66.53,66.6019,-38.7,79,23,10.85,RU,2021-01-21 22:15:12,few clouds
304,Nouadhibou,20.931,-17.0347,68.0,42,97,13.8,MR,2021-01-21 22:15:13,overcast clouds
305,Beringovskiy,63.05,179.3167,-0.42,92,100,10.49,RU,2021-01-21 22:12:12,light snow
306,Antofagasta,-23.65,-70.4,69.8,68,20,17.27,CL,2021-01-21 22:15:13,few clouds
307,Bucerias,20.75,-105.3333,80.6,61,20,6.91,MX,2021-01-21 22:15:13,few clouds
308,La Ferte-Bernard,48.1863,0.6536,50.0,81,90,14.97,FR,2021-01-21 22:15:13,overcast clouds
309,Ayame,5.6083,-3.1563,75.58,91,77,4.03,CI,2021-01-21 22:15:13,broken clouds
310,Slonim,53.0867,25.3219,30.13,98,98,8.19,BY,2021-01-21 22:15:13,overcast clouds
311,Mount Gambier,-37.8333,140.7667,60.8,82,75,5.75,AU,2021-01-21 22:15:13,broken clouds
312,Faya,18.3851,42.4509,53.6,32,9,5.75,SA,2021-01-21 22:15:14,dust
313,Kahului,20.8947,-156.47,80.6,54,40,21.85,US,2021-01-21 22:15:14,scattered clouds
314,Insar,53.8653,44.3738,10.4,95,100,8.3,RU,2021-01-21 22:15:14,overcast clouds
315,Sydney Mines,46.2367,-60.2177,21.0,68,40,5.75,CA,2021-01-21 22:15:14,scattered clouds
316,Wajima,37.4,136.9,51.93,77,100,16.37,JP,2021-01-21 22:15:14,light rain
317,Freeport,40.6576,-73.5832,39.99,48,1,5.75,US,2021-01-21 22:10:35,clear sky
318,Kaeo,-35.1,173.7833,68.0,68,10,3.0,NZ,2021-01-21 22:15:14,clear sky
319,Labuan,5.2767,115.2417,75.2,94,20,11.83,MY,2021-01-21 22:15:14,few clouds
320,Nabire,-3.3667,135.4833,77.34,83,96,2.75,ID,2021-01-21 22:15:14,overcast clouds
321,Kathu,7.9178,98.3332,82.0,94,20,2.3,TH,2021-01-21 22:15:15,few clouds
322,Ulaangom,49.9811,92.0667,-14.75,85,43,1.32,MN,2021-01-21 22:15:15,scattered clouds
323,Mayo,38.8876,-76.5119,51.8,32,1,4.61,US,2021-01-21 22:15:15,clear sky
324,Mednogorskiy,43.9178,41.1825,19.6,85,0,7.05,RU,2021-01-21 22:15:15,clear sky
325,Yaritagua,10.08,-69.1261,80.6,61,40,5.75,VE,2021-01-21 22:15:15,scattered clouds
326,Dunedin,-45.8742,170.5036,60.21,58,88,5.57,NZ,2021-01-21 22:15:15,overcast clouds
327,Vilyuysk,63.7553,121.6247,-50.53,76,100,3.71,RU,2021-01-21 22:15:15,overcast clouds
328,Caraballeda,10.6112,-66.8522,84.2,74,20,3.44,VE,2021-01-21 22:15:15,few clouds
329,Jackson,42.4165,-122.8345,50.0,46,90,2.19,US,2021-01-21 22:15:15,overcast clouds
330,Katiola,8.1333,-5.1,82.4,18,0,4.61,CI,2021-01-21 22:15:16,clear sky
331,Mankera,31.3866,71.4407,57.83,32,2,7.65,PK,2021-01-21 22:15:16,clear sky
332,San Patricio,28.017,-97.5169,66.2,94,90,4.32,US,2021-01-21 22:15:16,overcast clouds
333,Teya,60.3778,92.6267,-21.93,84,100,3.27,RU,2021-01-21 22:15:16,overcast clouds
334,Terrace Bay,48.7834,-87.1,10.4,72,90,16.11,CA,2021-01-21 22:15:16,light snow
335,Takoradi,4.8845,-1.7554,79.41,84,75,6.64,GH,2021-01-21 22:15:16,broken clouds
336,Ponta Do Sol,32.6667,-17.1,63.0,87,44,4.0,PT,2021-01-21 22:15:16,scattered clouds
337,Siniscola,40.5719,9.6922,50.0,87,20,3.44,IT,2021-01-21 22:15:16,few clouds
338,Dhidhdhoo,6.8833,73.1,82.35,71,95,6.67,MV,2021-01-21 22:15:16,overcast clouds
339,Betioky,-23.7167,44.3833,80.24,74,69,4.85,MG,2021-01-21 22:15:16,broken clouds
340,Alyangula,-13.8483,136.4192,78.8,100,100,5.7,AU,2021-01-21 22:15:17,overcast clouds
341,Kandrian,-6.2167,149.55,81.82,75,100,12.97,PG,2021-01-21 22:15:17,overcast clouds
342,Ankang,32.68,109.0172,46.02,55,100,1.21,CN,2021-01-21 22:15:17,overcast clouds
343,Estelle,29.8458,-90.1067,73.99,78,75,11.5,US,2021-01-21 22:15:17,broken clouds
344,Srednekolymsk,67.45,153.6833,-41.17,81,22,3.87,RU,2021-01-21 22:15:17,few clouds
345,Besikduzu,41.052,39.2284,39.2,56,0,5.75,TR,2021-01-21 22:15:17,clear sky
346,Oyama,36.3,139.8,41.0,93,20,2.46,JP,2021-01-21 22:15:17,mist
347,Sidmouth,50.6909,-3.2397,37.99,88,10,1.01,GB,2021-01-21 22:15:17,clear sky
348,Laranjeiras Do Sul,-25.4078,-52.4161,66.76,99,100,4.79,BR,2021-01-21 22:15:17,light rain
349,Tongren,27.7172,109.1853,47.37,88,99,1.07,CN,2021-01-21 22:15:18,overcast clouds
350,Naze,28.3667,129.4833,66.2,94,75,11.5,JP,2021-01-21 22:15:18,light rain
351,Sisimiut,66.9395,-53.6735,21.33,80,0,6.6,GL,2021-01-21 22:15:18,clear sky
352,Pascagoula,30.3658,-88.5561,66.0,82,90,5.75,US,2021-01-21 22:15:18,overcast clouds
353,Ishigaki,24.3448,124.1572,73.4,100,75,12.66,JP,2021-01-21 22:15:18,broken clouds
354,Ostersund,63.1792,14.6357,24.8,93,90,12.66,SE,2021-01-21 22:15:18,light snow
355,Kieta,-6.2167,155.6333,81.79,66,97,7.87,PG,2021-01-21 22:15:18,overcast clouds
356,Eucaliptus,-17.5833,-67.5167,56.43,54,98,13.73,BO,2021-01-21 22:15:18,light rain
357,Alekseyevskaya,50.2896,42.1845,17.01,86,100,8.99,RU,2021-01-21 22:15:19,light snow
358,Rock Sound,24.9,-76.2,71.56,60,89,5.88,BS,2021-01-21 22:13:07,overcast clouds
359,Marsa Matruh,31.3525,27.2453,48.2,81,0,6.73,EG,2021-01-21 22:15:19,clear sky
360,Pahrump,36.2083,-115.9839,62.01,38,0,3.0,US,2021-01-21 22:12:48,clear sky
361,Kearney,40.6995,-99.0815,48.2,29,1,18.41,US,2021-01-21 22:15:19,clear sky
362,Itarema,-2.9248,-39.9167,79.61,78,86,13.35,BR,2021-01-21 22:15:19,overcast clouds
363,Hurghada,27.2574,33.8129,57.2,44,0,11.5,EG,2021-01-21 22:13:38,clear sky
364,Touho,-20.7833,165.2333,77.72,81,93,16.67,NC,2021-01-21 22:15:19,light rain
365,Warmbad,-28.45,18.7333,85.33,23,82,13.11,NA,2021-01-21 22:15:19,broken clouds
366,Huarmey,-10.0681,-78.1522,74.66,71,16,11.88,PE,2021-01-21 22:15:20,few clouds
367,Along,28.1667,94.7667,46.54,80,9,1.97,IN,2021-01-21 22:15:20,clear sky
368,Newport,51.5877,-2.9984,41.0,94,1,6.69,GB,2021-01-21 22:15:20,clear sky
369,Tarakan,3.3,117.6333,76.6,87,100,4.81,ID,2021-01-21 22:14:07,overcast clouds
370,Okhotsk,59.3833,143.3,-9.56,82,100,11.45,RU,2021-01-21 22:15:20,overcast clouds
371,Saldanha,-33.0117,17.9442,71.6,68,30,8.05,ZA,2021-01-21 22:15:20,scattered clouds
372,Amapa,1.0,-52.0,73.24,96,100,3.67,BR,2021-01-21 22:13:10,moderate rain
373,Hambantota,6.1241,81.1185,76.37,89,36,10.98,LK,2021-01-21 22:15:20,scattered clouds
374,Port Moresby,-9.4431,147.1797,75.2,94,40,8.05,PG,2021-01-21 22:15:20,scattered clouds
375,Mastic Beach,40.7668,-72.8521,39.0,52,1,4.61,US,2021-01-21 22:12:17,clear sky
376,The Pas,53.8251,-101.2541,5.0,78,90,5.75,CA,2021-01-21 22:15:21,light snow
377,Inta,66.0317,60.1659,-13.81,84,100,8.48,RU,2021-01-21 22:15:21,overcast clouds
378,Harper,4.375,-7.7169,78.64,84,0,7.14,LR,2021-01-21 22:15:21,clear sky
379,Inuvik,68.3499,-133.7218,1.4,85,62,3.44,CA,2021-01-21 22:15:03,broken clouds
380,Kedrovyy,56.1667,91.8167,-7.6,77,40,2.24,RU,2021-01-21 22:15:21,light snow
381,Coos Bay,43.3665,-124.2179,61.0,76,90,5.75,US,2021-01-21 22:15:21,overcast clouds
382,Havre,49.5833,0.3333,41.0,93,0,6.91,FR,2021-01-21 22:15:21,clear sky
383,Tando Ghulam Ali,25.1311,68.8676,63.84,91,0,12.82,PK,2021-01-21 22:12:14,clear sky
384,Gravelbourg,49.8834,-106.5512,12.2,73,83,13.8,CA,2021-01-21 22:15:22,broken clouds
385,Oriximina,-1.7656,-55.8661,77.72,85,50,3.0,BR,2021-01-21 22:15:22,light rain
386,Williamsburg,37.2707,-76.7075,55.4,50,1,7.43,US,2021-01-21 22:15:22,clear sky
387,Buritis,-15.6178,-46.4233,74.77,69,60,4.36,BR,2021-01-21 22:15:22,broken clouds
388,Tigzirt,36.8886,4.1198,54.64,75,67,10.07,DZ,2021-01-21 22:15:22,broken clouds
389,Kondinskoye,59.6481,67.41,-12.68,90,99,6.42,RU,2021-01-21 22:15:22,overcast clouds
390,Tuzha,57.6062,47.936,1.33,94,91,3.71,RU,2021-01-21 22:15:22,overcast clouds
391,Richards Bay,-28.783,32.0377,75.6,80,97,1.32,ZA,2021-01-21 22:15:22,overcast clouds
392,Kozhva,65.1073,57.0459,-7.33,91,100,3.27,RU,2021-01-21 22:15:22,overcast clouds
393,Kaberamaido,1.7389,33.1594,75.04,44,98,3.53,UG,2021-01-21 22:15:23,overcast clouds
394,Obodivka,48.4051,29.2477,27.0,89,71,8.52,UA,2021-01-21 22:15:23,broken clouds
395,Sorong,-0.8833,131.25,79.09,85,62,7.78,ID,2021-01-21 22:15:23,broken clouds
396,Ulladulla,-35.35,150.4667,75.99,73,0,6.91,AU,2021-01-21 22:15:23,clear sky
397,Nhulunbuy,-12.2333,136.7667,77.0,94,97,3.44,AU,2021-01-21 22:15:23,overcast clouds
398,Cootamundra,-34.65,148.0333,79.0,49,0,4.0,AU,2021-01-21 22:15:23,clear sky
399,Nishihara,26.1842,127.7558,66.2,94,75,8.05,JP,2021-01-21 22:15:23,light rain
400,Haines Junction,60.7522,-137.5108,1.4,78,28,1.14,CA,2021-01-21 22:15:24,scattered clouds
401,Ardesen,41.1911,40.9875,37.4,70,0,23.02,TR,2021-01-21 22:15:24,clear sky
402,Vao,-22.6667,167.4833,74.97,80,0,20.29,NC,2021-01-21 22:15:24,clear sky
403,Korla,41.7597,86.1469,21.33,85,25,5.53,CN,2021-01-21 22:15:24,scattered clouds
404,Kajaani,64.2273,27.7285,8.6,85,90,19.57,FI,2021-01-21 22:15:24,snow
405,Caravelas,-17.7125,-39.2481,76.17,75,2,5.48,BR,2021-01-21 22:15:24,clear sky
406,Oloron-Sainte-Marie,43.1944,-0.6107,60.8,44,0,19.57,FR,2021-01-21 22:15:24,clear sky
407,Pokhara,28.2333,83.9833,48.79,71,0,2.98,NP,2021-01-21 22:15:25,clear sky
408,Slobozia,46.7281,29.7078,33.8,86,0,6.91,MD,2021-01-21 22:15:25,clear sky
409,Sovetskiy,61.3614,63.5842,-12.89,88,100,9.44,RU,2021-01-21 22:15:25,overcast clouds
410,Nadym,65.5333,72.5167,-38.09,80,0,10.87,RU,2021-01-21 22:13:13,clear sky
411,Dancheng,33.6333,115.1833,40.17,70,90,4.32,CN,2021-01-21 22:15:25,overcast clouds
412,Ilulissat,69.2167,-51.1,14.0,67,3,4.61,GL,2021-01-21 22:15:25,clear sky
413,Lompoc,34.6391,-120.4579,66.99,48,0,13.8,US,2021-01-21 22:15:26,clear sky
414,Nouna,12.7333,-3.8667,72.68,19,0,9.95,BF,2021-01-21 22:15:12,clear sky
415,Klaksvik,62.2266,-6.589,35.6,75,75,28.77,FO,2021-01-21 22:15:26,light snow
416,Oistins,13.0667,-59.5333,77.0,78,20,11.5,BB,2021-01-21 22:15:26,few clouds
417,Zhuhai,22.2769,113.5678,66.2,88,20,4.61,CN,2021-01-21 22:14:26,light rain
418,Bathsheba,13.2167,-59.5167,77.0,78,20,11.5,BB,2021-01-21 22:15:26,few clouds
419,Jacqueville,5.2052,-4.4146,80.6,89,20,2.3,CI,2021-01-21 22:15:26,few clouds
420,Airai,-8.9266,125.4092,62.6,100,99,1.97,TL,2021-01-21 22:15:26,overcast clouds
421,Northam,51.0333,-4.2167,43.0,83,16,10.0,GB,2021-01-21 22:15:26,few clouds
422,Bella Union,-30.2752,-57.6007,80.87,66,85,8.77,UY,2021-01-21 22:15:26,overcast clouds
423,Tingi,-11.3,35.0333,66.29,93,100,3.29,TZ,2021-01-21 22:15:27,light rain
424,Turukhansk,65.8167,87.9833,-42.52,74,0,8.28,RU,2021-01-21 22:15:27,clear sky
425,College,64.8569,-147.8028,6.8,72,20,3.62,US,2021-01-21 22:15:27,few clouds
426,Tromso,69.6496,18.957,15.8,57,0,2.3,NO,2021-01-21 22:14:20,clear sky
427,Luderitz,-26.6481,15.1594,75.7,52,19,13.15,NA,2021-01-21 22:15:27,few clouds
428,Kennebunk,43.384,-70.5448,26.6,68,20,4.61,US,2021-01-21 22:15:27,light snow
429,Chara,56.9064,118.2631,-27.26,68,28,1.05,RU,2021-01-21 22:15:27,scattered clouds
430,Moose Factory,51.2585,-80.6094,14.0,79,90,6.91,CA,2021-01-21 22:15:27,light snow
431,Tuatapere,-46.1333,167.6833,57.99,81,81,13.0,NZ,2021-01-21 22:15:27,broken clouds
432,Abancay,-13.6339,-72.8814,65.21,59,79,6.6,PE,2021-01-21 22:15:28,light rain
433,Rio Grande,-32.035,-52.0986,75.99,70,9,4.0,BR,2021-01-21 22:15:28,clear sky
434,Banikoara,11.2985,2.4386,72.9,19,0,7.29,BJ,2021-01-21 22:15:28,clear sky
435,Codajas,-3.8367,-62.0569,74.88,93,83,3.4,BR,2021-01-21 22:15:28,light rain
436,Ponta Delgada,37.7333,-25.6667,57.0,76,20,8.05,PT,2021-01-21 22:15:28,few clouds
437,Aizawl,23.7333,92.7167,43.68,100,0,2.48,IN,2021-01-21 22:10:35,clear sky
438,Sabzevar,36.2126,57.6819,29.26,83,59,10.09,IR,2021-01-21 22:15:28,broken clouds
439,Barzas,55.7167,86.3167,12.2,85,40,2.24,RU,2021-01-21 22:15:28,light snow
440,Zhangjiakou,40.81,114.8794,17.33,81,0,3.71,CN,2021-01-21 22:15:28,clear sky
441,Samarkand,39.6542,66.9597,28.4,86,90,27.63,UZ,2021-01-21 22:15:28,snow
442,Imeni Poliny Osipenko,52.4201,136.4853,-16.42,84,95,2.26,RU,2021-01-21 22:15:28,overcast clouds
443,Pevek,69.7008,170.3133,-20.36,86,100,1.86,RU,2021-01-21 22:15:29,overcast clouds
444,Husavik,66.0449,-17.3389,28.4,93,75,14.97,IS,2021-01-21 22:15:29,light snow
445,Aksarka,66.5606,67.7975,-40.74,80,64,10.56,RU,2021-01-21 22:15:29,broken clouds
446,Aleksandrov Gay,50.147,48.5704,8.53,94,100,12.12,RU,2021-01-21 22:15:29,overcast clouds
447,Bayir,37.2687,28.2167,41.0,93,75,2.3,TR,2021-01-21 22:15:29,broken clouds
448,Yulara,-25.2406,130.9889,84.2,12,97,6.91,AU,2021-01-21 22:15:29,overcast clouds
449,Trairi,-3.2778,-39.2689,78.93,80,80,8.9,BR,2021-01-21 22:15:29,broken clouds
450,Barra,-11.0894,-43.1417,82.26,52,48,2.15,BR,2021-01-21 22:15:29,scattered clouds
451,Honiara,-9.4333,159.95,81.09,77,94,7.54,SB,2021-01-21 22:11:38,overcast clouds
452,Komsomolskiy,40.4272,71.7189,39.2,65,100,6.91,UZ,2021-01-21 22:15:29,overcast clouds
453,Tignere,7.3667,12.65,63.88,27,41,2.44,CM,2021-01-21 22:15:30,scattered clouds
454,Torbat-E Jam,35.244,60.6225,28.94,89,86,11.05,IR,2021-01-21 22:15:30,overcast clouds
455,Rivadavia,-33.1905,-68.4608,96.8,9,20,14.97,AR,2021-01-21 22:15:30,few clouds
456,Miandoab,36.9694,46.1027,10.4,79,0,13.8,IR,2021-01-21 22:12:29,clear sky
457,Adwa,14.1646,38.8955,56.25,72,69,4.9,ET,2021-01-21 22:15:30,broken clouds
458,Dingle,10.9995,122.6711,74.73,87,62,0.65,PH,2021-01-21 22:15:30,light rain
459,Vitim,59.4511,112.5578,-19.19,85,100,0.83,RU,2021-01-21 22:15:30,overcast clouds
460,Egvekinot,66.3167,-179.1667,-10.07,89,100,20.74,RU,2021-01-21 22:15:30,overcast clouds
461,Sendhwa,21.6833,75.1,65.21,28,0,3.44,IN,2021-01-21 22:15:30,clear sky
462,Sosva,59.1766,61.8558,-19.26,88,67,5.41,RU,2021-01-21 22:15:31,broken clouds
463,Tekeli,44.83,78.8239,31.01,74,100,10.63,KZ,2021-01-21 22:15:31,overcast clouds
464,Yarada,17.65,83.2667,71.6,100,20,2.3,IN,2021-01-21 22:15:31,mist
465,Ampanihy,-24.7,44.75,80.62,78,57,4.29,MG,2021-01-21 22:15:31,broken clouds
466,Cilegon,-6.0174,106.0538,77.0,94,40,2.3,ID,2021-01-21 22:15:31,mist
467,Ponnani,10.767,75.9252,78.8,83,40,3.47,IN,2021-01-21 22:15:31,mist
468,Kruisfontein,-34.0033,24.7314,69.01,92,1,4.0,ZA,2021-01-21 22:15:31,clear sky
469,Codrington,-38.2667,141.9667,62.02,73,100,7.92,AU,2021-01-21 22:15:31,light rain
470,Tynda,55.1667,124.7167,-31.38,80,45,2.15,RU,2021-01-21 22:15:32,scattered clouds
471,Niquero,20.0431,-77.5828,80.06,70,73,13.04,CU,2021-01-21 22:15:32,broken clouds
472,Harindanga,22.0383,88.3214,62.6,82,0,5.88,IN,2021-01-21 22:15:32,mist
473,Comodoro Rivadavia,-45.8667,-67.5,89.6,27,0,16.11,AR,2021-01-21 22:15:32,clear sky
474,Luanda,-8.8368,13.2343,77.0,83,20,9.22,AO,2021-01-21 22:15:32,few clouds
475,Lagoa,39.05,-27.9833,58.66,69,93,10.85,PT,2021-01-21 22:15:32,overcast clouds
476,Ayan,56.45,138.1667,-13.83,74,100,12.62,RU,2021-01-21 22:15:32,overcast clouds
477,Krasnoselkup,65.7,82.4667,-42.32,80,18,8.97,RU,2021-01-21 22:15:32,few clouds
478,Kemijarvi,66.7131,27.4306,8.24,91,100,14.5,FI,2021-01-21 22:15:33,overcast clouds
479,Barra Do Garcas,-15.89,-52.2567,75.22,81,84,5.61,BR,2021-01-21 22:15:33,light rain
480,Angoche,-16.2325,39.9086,77.22,89,100,16.06,MZ,2021-01-21 22:15:33,light rain
481,Springbok,-29.6643,17.8865,77.27,22,46,4.83,ZA,2021-01-21 22:15:33,scattered clouds
482,Ola,59.5833,151.2833,-9.33,75,56,5.73,RU,2021-01-21 22:15:33,broken clouds
483,Lucapa,-8.4192,20.7447,66.45,98,100,2.75,AO,2021-01-21 22:15:33,light rain
484,Ajdabiya,30.7554,20.2263,51.91,47,0,8.99,LY,2021-01-21 22:15:33,clear sky
485,Boyolangu,-8.1181,111.8935,75.04,83,100,1.48,ID,2021-01-21 22:15:33,overcast clouds
486,Arlit,18.7369,7.3853,61.86,28,0,5.14,NE,2021-01-21 22:15:33,clear sky
487,Avera,33.194,-82.5271,57.2,100,90,9.22,US,2021-01-21 22:15:33,overcast clouds
488,Srandakan,-7.9386,110.2506,78.21,82,100,1.57,ID,2021-01-21 22:15:34,overcast clouds
489,Lasa,46.6166,10.7002,34.0,100,75,5.23,IT,2021-01-21 22:15:34,light rain
490,North Bend,43.4065,-124.2243,57.0,76,90,5.75,US,2021-01-21 22:15:34,overcast clouds
491,Forestville,38.8451,-76.875,53.6,32,20,10.36,US,2021-01-21 22:15:34,few clouds
492,Pandan Niog,6.2282,120.5631,81.57,73,93,1.83,PH,2021-01-21 22:15:34,overcast clouds
